key,en,jp,ch,tc,ru,sp,latam,gr,pl,it,tr,fr,br,pr,kr,hu
fan_fire_description,"When shooting your last ammo, also shoot <color=#f5d6c1>10</color> additional bullets in circle around for <color=#f5d6c1>15%</color> damage.",弾切れ時に追加で円形に回りながら<color=#f5d6c1>15%</color>ダメージの弾を<color=#f5d6c1>10発</color>撃つ。,当你射出弹匣中最后一发子弹，你将同时以自身为圆心射出<color=#f5d6c1>10</color> 枚额外的子弹，造成 <color=#f5d6c1>15%</color> 伤害。,當你射出彈匣中最後一枚子彈，你將同時以自身為圓心射出<color=#f5d6c1>10</color> 枚額外的子彈，造成 <color=#f5d6c1>15%</color> 傷害。,"Выстрелив последний снаряд магазина, также выпустить <color=#f5d6c1>10</color> снарядов вокруг себя, нанеся <color=#f5d6c1>15%</color> урона.","Al disparar tu ultima bala, además lanzas <color=#f5d6c1>10</color> adicionales en circulo alrededor tuyo por <color=#f5d6c1>15%</color> de daño.","Al disparar tu ultima bala, además lanzas <color=#f5d6c1>10</color> adicionales en circulo alrededor tuyo por <color=#f5d6c1>15%</color> de daño.","Schieße <color=#f5d6c1>10</color> zusätzliche Projektile in einem Kreis um dich herum für <color=#f5d6c1>15%</color> Schaden, nachdem du deine letzte Munition geschossen hast.","Kiedy wystrzeliwujesz ostatni pocisk w magazynku, twoja postać wystrzeli również <color=#f5d6c1>10</color> pocisków wokół siebie zadając <color=#f5d6c1>15%</color> obrażeń.","Quandi spari il tuo ultimo proiettile, lancia <color=#f5d6c1>10</color> proiettili attorno a te che infliggono il <color=#f5d6c1>15%</color> del danno.",Son mermini sıktıktan sonra yuvarlak şeklinde etrafına <color=#f5d6c1>15%</color> Mermi Hasarı veren <color=#f5d6c1>10</color> adet Mermi ateşle.,"Lorsque vous tirez votre dernière munition, tirez également <color=#f5d6c1>10</color> balles supplémentaires en cercle autour pour <color=#f5d6c1>15%</color> de dégâts.","Ao disparar sua última munição, também dispara <color=#f5d6c1>10</color> projéteis adicionais em um círculo ao seu redor que causam <color=#f5d6c1>15%</color> de dano.","Ao disparar sua última munição, também dispara <color=#f5d6c1>10</color> projéteis adicionais em um círculo ao seu redor que causam <color=#f5d6c1>15%</color> de dano.","마지막 탄환을 발사할 때, <color=#f5d6c1>15%</color>의 대미지를 가하는 탄환 <color=#f5d6c1>10</color>개를 사방으로 발사합니다.","Amikor kilövöd az utolsó golyót a tárban, lőjj <color=#f5d6c1>10</color> golyót egy körben magadkörül, amik a sebzésednek a  <color=#f5d6c1>15%</color>-át sebzik."
double_shot_name,Double Shot,ダブルショット,双发,雙發,Двойной выстрел,Disparo Doble,Disparo Doble,Doppelschuss,Podwójny Strzał,Doppio Colpo,Çifte Atış,Tir double,Disparo Duplo,Disparo Duplo,더블 샷,Dupla Lövés
split_fire_name,Split Fire,スプリットファイア,首尾相应,首尾相應,Раздельный огонь,Disparo Dividido,Disparo Dividido,Gespaltener Schuss,Rozszczepiony Strzał,Fuoco Diviso,Bölen Atış,Tir fractionné,Disparo Dividido,Disparo Dividido,후방 사격,Farlövés
split_fire_description,Shoot an additional bullet behind you.,追加で背後方向に弾を発射,从你的背后额外射出一枚子弹。,從你的背後額外射出一枚子彈。,Дополнительный выстрел за спиной.,Dispara una bala extra detrás tuyo.,Dispara una bala extra detrás tuyo.,Schieße ein zusätzliches Projektil hinter dir.,Wystrzeliwuje dodatkowy pocisk za ciebie.,Spara un proiettile aggiuntivo dietro di te,Arkandan ekstra bir mermi sık.,Tire une balle supplémentaire derrière vous.,Dispara um projétil adicional atrás de você.,Dispara um projétil adicional atrás de você.,후방에 1개의 탄환을 발사합니다.,Lőssz egy golyót magad mögé.
fresh_clip_name,Fresh Clip,フレッシュマガジン,焕然一新,煥然一新,Свежая обойма,Cargador Fresco,Cargador Fresco,Frisches Magazin,Świeży Magazynek,Caricatore Energizzato,Taze Şarjör,Nouveau Charageur,Cartucho Novo,Cartucho Novo,신규 탄창,Friss Tár
fresh_clip_description,Increase Bullet Damage by <color=#f5d6c1>50%</color> for <color=#f5d6c1>1</color> second after reloading.,リロード後<color=#f5d6c1>1</color>秒間、弾のダメージを<color=#f5d6c1>30%</color>増加。,更换弹匣后的<color=#f5d6c1>1</color>秒内，子弹伤害提升 <color=#f5d6c1>30%</color>。,更換彈匣後的<color=#f5d6c1>1</color>秒內，子彈傷害提升 <color=#f5d6c1>30%</color>。,Увеличивает урон от снарядов на <color=#f5d6c1>30%</color> на <color=#f5d6c1>1</color> секунду после перезарядки.,Incrementa el Daño de Bala al <color=#f5d6c1>30%</color> por <color=#f5d6c1>1</color> segundo luego de recargar.,Incrementa el Daño de Bala al <color=#f5d6c1>30%</color> por <color=#f5d6c1>1</color> segundo luego de recargar.,"Erhöhe deinen Waffenschaden um <color=#f5d6c1>30%</color> für <color=#f5d6c1>1</color> Sekunde, nachdem du nachgeladen hast.",Zwiększ obrażenia od pocisków o <color=#f5d6c1>30%</color> na <color=#f5d6c1>1</color> sekundę po przeładowaniu.,Aumenta il danno dei proiettili del <color=#f5d6c1>30%</color> per <color=#f5d6c1>1</color> secondo dopo la ricarica.,Şarjörünü doldurduktan sonra <color=#f5d6c1>1</color> saniye boyunca <color=#f5d6c1>30%</color> Mermi Hasarı kazan.,Augmente les dégâts des balles de <color=#f5d6c1>30%</color> pendant <color=#f5d6c1>1</color> seconde après le rechargement.,Aumenta o Dano do Disparo em <color=#f5d6c1>30%</color> por <color=#f5d6c1>1</color> segundo após recarregar.,Aumenta o Dano do Disparo em <color=#f5d6c1>30%</color> por <color=#f5d6c1>1</color> segundo após recarregar.,재장전 후 <color=#f5d6c1>1</color>초동안 피해량이 <color=#f5d6c1>50%</color> 증가합니다.,"Megnövekedik a Golyó Sebzés <color=#f5d6c1>50%</color>-al újratöltés után,  <color=#f5d6c1>1</color> másodpercig."
armed_and_ready_name,Armed and Ready,準備万端,整装待发,整裝待發,Во всеоружии,Armado y Listo,Armado y Listo,Bewaffnet und Bereit,Uzbrojona i Gotowa,Armato e Pronto,Silahlı ve Hazır,Armé et paré,Armado e Preparado,Armado e Preparado,무장 완료,Állig Felfegyverkezve
quick_hands_name,Quick Hands,クイックハンズ,快速换弹,快速換彈,Ловкость рук,Manos Rápidas,Manos Rápidas,Schnelle Hände,Szybkie Ręce,Grilletto Facile,Hızlı Eller,Mains rapides,Mãos Ágeis,Mãos Ágeis,번개손,Villámkéz
kill_clip_name,Kill Clip,キルマガジン,窃魂弹匣,竊魂彈匣,Убийственная обойма,Cargador Asesino,Cargador Asesino,Tötungsmagazin,Zabójczy Magazynek,Dispensatore di Morte,Öldüren Şarjör,Recharge Rapide,Cartucho Matador,Cartucho Matador,죽음의 탄창,Gyilok Tár
kill_clip_description,Increase Reload Rate by <color=#f5d6c1>5%</color> for every enemy killed. This bonus resets after reloading.,敵を1体倒すごとに<color=#f5d6c1>5%</color>リロード速度を増加させる。このボーナスはリロードするとリセットされる。,每击杀一名敌人，换弹速度将提升 <color=#f5d6c1>5%</color>。换弹后效果重置。,每擊殺一名敵人，換彈速度將提升 <color=#f5d6c1>5%</color>。換彈後效果重置。,Увеличивает скорость перезарядки на <color=#f5d6c1>5%</color> за каждого убитого врага. Бонус сбрасывается после перезарядки.,Incrementa el Tiempo de Recarga un <color=#f5d6c1>5%</color> por cada enemigo muerto. Este extra se resetea al recargar.,Incrementa el Tiempo de Recarga un <color=#f5d6c1>5%</color> por cada enemigo muerto. Este extra se resetea al recargar.,Erhöhe deine Nachladegeschwindigkeit um <color=#f5d6c1>5%</color> für jeden getöteten Gegner. Dieser Bonus setzt sich nach dem Nachladen zurück,Zwiększ prędkość przeładowania o <color=#f5d6c1>5%</color> za każdego zabitego przeciwnika. Ten bonus resetuje się po przeładowaniu,Aumenta la velocità di ricarica del <color=#f5d6c1>5%</color> per ogni nemico ucciso. Il bonus si resetta alla prima ricarica.,Öldürdüğün düşman başına <color=#f5d6c1>5%</color> Yeniden Doldurma Hızı kazan. Silahını yeniden doldurmak bu bonusu sıfırlar.,Augmente la vitesse de rechargement de <color=#f5d6c1>5%</color> pour chaque ennemi tué. Ce bonus se réinitialise après le rechargement.,Aumenta a Taxa de Recarga em <color=#f5d6c1>5%</color> para cada inimigo morto. Este bônus reinicia após recarregar.,Aumenta a Taxa de Recarga em <color=#f5d6c1>5%</color> para cada inimigo morto. Este bônus reinicia após recarregar.,처치당 재장전 속도가 <color=#f5d6c1>5%</color> 증가합니다. 이 효과는 재장전마다 초기화됩니다.,Minden megölt ellenfél megnöveli az Újratöltési Sebességet <color=#f5d6c1>5%</color>-al. Ez a bónusz újraindul miután újratöltessz.
light_weaponry_name,Light Weaponry,魔法軽装,通灵匕首,通靈匕首,Легкое оружие,Arma Ligera,Arma Ligera,Leichte Bewaffnung,Lekka Broń,Arma Bianca,Hafif Silahlar,Équipement léger,Armamento Leve,Armamento Leve,소도,Könnyűfegyverzet
light_weaponry_description,Summon a <color=#f5d6c1>Magic Dagger</color> that seeks out nearby enemies. <color=#f5d6c1>Magic Dagger</color> deals as much damage as your bullets.,近くの敵を狙う<color=#f5d6c1>魔法の短剣</color>を召喚する。<color=#f5d6c1>魔法の短剣</color>は弾と同じダメージを与える。,召唤一把<color=#f5d6c1>魔法匕首</color> 搜寻附近的敌人。 <color=#f5d6c1>魔法匕首</color> 造成的伤害与你的子弹伤害相同。,召喚一把<color=#f5d6c1>魔法匕首</color> 搜尋附近的敵人。 <color=#f5d6c1>魔法匕首</color> 造成的傷害與你的子彈傷害相同。,"<color=#f5d6c1>Летающий нож</color>, поражающий ближайших врагов. Урон ножа равен урону снарядов.",Invoca una <color=#f5d6c1>Daga Mágica</color> que busca enemigos cercanos. La <color=#f5d6c1>Daga Mágica</color> hace el mismo daño que tus balas.,Invoca una <color=#f5d6c1>Daga Mágica</color> que busca enemigos cercanos. La <color=#f5d6c1>Daga Mágica</color> hace el mismo daño que tus balas.,"Beschwöre einen <color=#f5d6c1>Magischen Dolch</color>, der nahe Gegner sucht. Der <color=#f5d6c1>Magische Dolch</color> verursacht genauso viel Schaden, wie deine Projektile.","Przywołaj <color=#f5d6c1>Magiczny Sztylet</color>, który celuje w najbliższych przeciwników. <color=#f5d6c1>Magiczny Sztylet</color> zadaje tyle obrażeń co twoje pociski.",Evoca un <color=#f5d6c1>Pugnale Magico</color> che colpisce i nemici vicini. Il <color=#f5d6c1>Pugnale</color> fa danno come i tuoi proiettili.,Yakınındaki düşmanları takip eden bir <color=#f5d6c1>Büyülü Kılıç</color> çağırır. <color=#f5d6c1>Büyülü Kılıcın</color> verdiği hasar Mermi Hasarıyla eşittir.,Invoquez une <color=#f5d6c1>Dague magique</color> qui recherche les ennemis proches. La <color=#f5d6c1>Dague magique</color> inflige autant de dégâts que vos balles.,Invoca uma <color=#f5d6c1>Adaga Mágica</color> que caça inimigos próximos. A <color=#f5d6c1>Adaga Mágica</color> causa tanto dano quanto os seus disparos.,Invoca uma <color=#f5d6c1>Adaga Mágica</color> que caça inimigos próximos. A <color=#f5d6c1>Adaga Mágica</color> causa tanto dano quanto os seus disparos.,주위의 적을 쫓아다니며 공격하는 <color=#f5d6c1>단검</color>을 소환합니다. <color=#f5d6c1>단검</color>의 대미지는 탄환 피해량과 동일합니다.,"Idézz meg egy <color=#f5d6c1>Mágikus Tőrt</color> ami ellenfeleket követ. A <color=#f5d6c1>Mágikus Tőr</color> ugyanannyit sebez, mint a lövedékeid."
heavy_weaponry_name,Heavy Weaponry,魔法重装,通灵镰刀,通靈鐮刀,Тяжелое оружие,Arma Pesada,Arma Pesada,Schwere Bewaffnung,Ciężka Broń,Artiglieria Pesante,Ağır Silahlar,Équipement lourd,Armamento Pesado,Armamento Pesado,대도,Nehézfegyverzet
heavy_weaponry_description,Summon a <color=#f5d6c1>Magic Scythe</color> that orbits around you. <color=#f5d6c1>Magic Scythe</color> deals as much damage as your bullets.,自分の周囲を回る<color=#f5d6c1>魔法の鎌</color>を召喚する。<color=#f5d6c1>魔法の鎌</color> はあなたの弾と同じダメージを与える。,召唤一把<color=#f5d6c1>魔法镰刀</color> 伴你左右。 <color=#f5d6c1>魔法镰刀</color> 造成的伤害与你的子弹伤害相同。,召喚一把<color=#f5d6c1>魔法鐮刀</color> 伴你左右。 <color=#f5d6c1>魔法鐮刀</color> 造成的傷害與你的子彈傷害相同。,Летающая вокруг персонажа <color=#f5d6c1>коса</color>. Урон косы равен урону снарядов.,Invoca una <color=#f5d6c1>Guadaña Mágica</color> que orbita alrededor tuyo. La <color=#f5d6c1>Guadaña Mágica</color> hace el mismo daño ue tus balas.,Invoca una <color=#f5d6c1>Guadaña Mágica</color> que orbita alrededor tuyo. La <color=#f5d6c1>Guadaña Mágica</color> hace el mismo daño ue tus balas.,"Beschwöre eine <color=#f5d6c1>Magische Sense</color>, die um dich herum kreist. Die <color=#f5d6c1>Magische Sense</color> verursacht genauso viel Schaden, wie deine Projektile.","Przywołaj <color=#f5d6c1>Magiczną Kosę</color>, która krąży wokół ciebie. <color=#f5d6c1>Magiczna Kosa</color> zadaje tyle obrażeń co twoje pociski.",Evoca una <color=#f5d6c1>Falce Arcana</color> che orbita attorno a te. La <color=#f5d6c1>Falce</color> fa danno come i tuoi proiettili.,Etrafında dönen bir <color=#f5d6c1>Büyülü Tırpan</color> çağırır. <color=#f5d6c1>Büyülü Tırpanın</color> verdiği hasar Mermi Hasarıyla eşittir.,Invoquez une <color=#f5d6c1>Faux magique</color> qui tourne autour de vous. La <color=#f5d6c1>Faux magique</color> inflige autant de dégâts que vos balles.,Invoca uma <color=#f5d6c1>Foice Mágica</color> que orbita ao seu redor. A <color=#f5d6c1>Foice Mágica</color> causa tanto dano quanto os seus disparos.,Invoca uma <color=#f5d6c1>Foice Mágica</color> que orbita ao seu redor. A <color=#f5d6c1>Foice Mágica</color> causa tanto dano quanto os seus disparos.,캐릭터 주변을 회전하는 <color=#f5d6c1>낫</color>을 소환합니다. <color=#f5d6c1>낫</color>은 탄환보다 훨씬 강력한 대미지를 가합니다.,"Idézz meg egy <color=#f5d6c1>Mágikus Kaszát</color> ami körülötted forog. A <color=#f5d6c1>Mágikus Kasza</color> ugyanannyit sebez, mint a lövedékeid."
dual_wield_name,Dual Wield,二刀流,齐头并进,齊頭並進,Двойное оружие,Doble Empuñadura,Doble Empuñadura,Zweifach bewaffnet,Walka Oburącz,Doppio Lancio,Çifte Bıçaklar,Double maniement,Manuseamento Duplo,Manuseamento Duplo,이도류,Kétkezesség
dual_wield_description,Summon a second <color=#f5d6c1>Magic Dagger</color>.,2本目の<color=#f5d6c1>魔法の短剣</color>を召喚する。,召唤出第二把 <color=#f5d6c1>魔法匕首</color>。,召喚出第二把 <color=#f5d6c1>魔法匕首</color>。,Призывает второй <color=#f5d6c1>Летающий нож</color>.,Invoca una segunda <color=#f5d6c1>Daga Mágica</color>.,Invoca una segunda <color=#f5d6c1>Daga Mágica</color>.,Beschwöre einen zweiten <color=#f5d6c1>Magischen Dolch</color>.,Przywołaj drugi <color=#f5d6c1>Magiczny Sztylet</color>.,Evoca un secondo <color=#f5d6c1>Pugnale Magico</color>.,2. <color=#f5d6c1>Büyülü Kılıç</color> çağırır.,Invoquez une seconde <color=#f5d6c1>Dague magique</color>.,Invoca uma segunda <color=#f5d6c1>Adaga Mágica</color>.,Invoca uma segunda <color=#f5d6c1>Adaga Mágica</color>.,두 번째 <color=#f5d6c1>단검</color>을 추가 소환합니다.,Idézz meg egy második <color=#f5d6c1>Mágikus Tőrt</color>.
sharpen_name,Sharpen,研磨,人刀合一,人刀合一,Заточка,Afilar,Afilar,Schärfen,Naostrzenie,Affilato,Keskinleştir,Aiguiser,Afiado,Afiado,칼갈이,Élezés
vitality_name,Vitality,生命力,生命力,生命力,Живучесть,Vitalidad,Vitalidad,Gesundheit,Witalność,Vitalità,Canlılık,Vitalité,Vitalidade,Vitalidade,활력,Vitalitás
tome_of_power,Tome of Power,力の書,力量之书,力量之書,Том силы,Tomo de Poder,Tomo de Poder,Wälzer der Kraft,Tom Mocy,Tomo del Potere,Güç Cildi,Tome de puissance,Tomo do Poder,Tomo do Poder,힘의 서,Erő Kötete
tome_of_power_description,Max Ammo can not go below 1.,最大弾数は1を下回らない。,弹匣上限不可低于1。,彈匣上限不可低於1。,Магазин не может быть меньше 1 снаряда,La Munición Max. no estár debajo de 1.,La Munición Max. no estár debajo de 1.,Maximale Munition kann nicht weniger als 1 sein.,Maksymalny ammunicja nie może zejść poniżej 1.,Le munizioni massime non possono scendere sotto ad 1,Şarjör boyutun 1in altına düşemez.,Les munitions ne peuvent pas descendre en dessous de 1.,Munição Máx não pode ficar abaixo de 1.,Munição Máx não pode ficar abaixo de 1.,최대 탄창이 1 아래로 내려가지 않습니다.,Maximum Lőszer nem lehet kevesebb mint 1.
tome_of_rage,Tome of Rage,怒りの書,狂热之书,狂熱之書,Том ярости,Tomo de Ira,Tomo de Ira,Wälzer der Wut,Tom Furii,Tomo dell'Ira,Sinir Cildi,Tome de rage,Tomo da Fúria,Tomo da Fúria,분노의 서,Düh Kötete
tome_of_rage_description,Triple your base max ammo.,最大弾数が3倍になる。,3倍弹匣上限。,3倍彈匣上限。,Утраивает размер магазина.,Triplica tu munición base max.,Triplica tu munición base max.,Verdreifache deine maximale Basis Munition,Potraja bazową maksymalną ammunicję.,Triplica le tue munizioni massime di base,Taban Şarjör Boyutunu 3 katına çıkartır.,Triple les munitions de base,Triplica a quantidade base de Munição Máx.,Triplica a quantidade base de Munição Máx.,최대 탄창이 3배가 됩니다.,Megtriplázza az alap maximum lőszered.
